id,title length,tags count,max tag popularity,avg tag popularity,min tag popularity,total code %,java %,json %,xml %,stack traces %,length,words count,day of week,reputation,intercalations,score,number of answers,max answer score,avg answer score,min answer score,number of comments,max answer length,avg answer length,min answer length
18505960,35,3,987300,329891.3333333333,494,0.5048426150121066,0.5048426150121066,0.0,0.0,0.0,826,76,Thursday,103,4,0,3,1,0.3333333333333333,0,0,1005,834.0,721
18508971,23,5,987300,394615.0,2487,0.0,0.0,0.0,0.0,0.0,431,86,Thursday,301,0,2,1,0,0.0,0,1,199,199.0,199
18514554,66,5,987300,216561.0,12199,0.408016443987667,0.408016443987667,0.0,0.0,0.0,973,102,Thursday,4658,4,0,1,1,1.0,1,0,423,423.0,423
18515011,58,4,987300,247901.75,80,0.6745762711864407,0.05593220338983051,0.0,0.0,0.6186440677966102,590,39,Thursday,1366,3,3,0,-,-,-,6,-,-,-
18524770,53,5,987300,290348.6,4325,0.0,0.0,0.0,0.0,0.0,655,122,Friday,67,0,0,1,1,1.0,1,0,253,253.0,253
18525410,67,2,987300,493954.5,609,0.27717391304347827,0.27717391304347827,0.0,0.0,0.0,368,57,Friday,75,2,1,4,4,1.0,0,3,272,213.0,128
18531308,49,5,987300,199042.2,655,0.38294010889292196,0.38294010889292196,0.0,0.0,0.0,551,59,Friday,No owner,4,3,3,8,2.6666666666666665,0,2,1198,804.3333333333334,142
18548636,63,2,987300,503129.0,18958,0.5727513227513228,0.5727513227513228,0.0,0.0,0.0,1512,128,Saturday,1998,4,4,1,2,2.0,2,0,973,973.0,973
18552407,38,2,987300,560878.0,134456,0.38903394255874674,0.13577023498694518,0.0,0.0,0.25326370757180156,383,51,Saturday,4228,4,1,6,6,2.3333333333333335,1,0,628,319.3333333333333,37
18557099,63,1,987300,987300.0,987300,0.0,0.0,0.0,0.0,0.0,355,68,Sunday,24,0,0,2,2,1.0,0,3,443,357.0,271
1856056,27,3,987300,332655.6666666667,444,0.0,0.0,0.0,0.0,0.0,447,94,Sunday,6,0,1,2,3,2.0,1,1,721,384.0,47
18562675,77,3,987300,372052.3333333333,388,0.19983277591973245,0.19983277591973245,0.0,0.0,0.0,1196,172,Sunday,1013,4,0,2,0,0.0,0,0,1840,995.0,150
18562854,69,5,987300,225761.6,737,0.0,0.0,0.0,0.0,0.0,159,34,Sunday,13,0,1,1,0,0.0,0,0,312,312.0,312
18576476,38,4,987300,439674.25,47,0.0,0.0,0.0,0.0,0.0,286,52,Monday,528,0,1,2,1,0.5,0,5,164,147.5,131
18591212,40,1,987300,987300.0,987300,0.0,0.0,0.0,0.0,0.0,559,106,Tuesday,366,0,0,2,0,0.0,0,0,1298,713.0,128
18597344,42,2,987300,505153.5,23007,0.40711462450592883,0.40711462450592883,0.0,0.0,0.0,506,51,Tuesday,11,1,-7,3,1,0.6666666666666666,0,6,698,404.0,80
18603453,30,3,987300,628845.6666666666,128469,0.827012987012987,0.7605194805194805,0.0,0.0664935064935065,0.0,1925,63,Wednesday,89,6,0,0,-,-,-,1,-,-,-
1860786,68,3,987300,342624.3333333333,12199,0.0,0.0,0.0,0.0,0.0,946,183,Monday,745,0,0,2,1,0.5,0,1,933,759.5,586
18613606,67,3,987300,451954.6666666667,1566,0.930298719772404,0.930298719772404,0.0,0.0,0.0,1406,19,Wednesday,31,1,0,0,-,-,-,2,-,-,-
18616664,49,2,987300,560878.0,134456,0.2057142857142857,0.2057142857142857,0.0,0.0,0.0,350,47,Wednesday,74,2,0,1,0,0.0,0,6,1018,1018.0,1018
18617742,82,4,987300,269454.75,3918,0.0,0.0,0.0,0.0,0.0,585,111,Wednesday,5846,0,0,3,1,0.6666666666666666,0,0,1024,683.6666666666666,461
18619754,26,3,987300,346147.6666666667,15502,0.0,0.0,0.0,0.0,0.0,318,56,Wednesday,5480,0,-3,2,4,2.0,0,5,489,308.0,127
18620754,50,3,987300,354012.3333333333,24104,0.8423440453686201,0.8066162570888469,0.0,0.0,0.0,5290,161,Wednesday,11,10,2,1,0,0.0,0,6,1159,1159.0,1159
18624324,23,2,987300,496770.0,6240,0.0,0.0,0.0,0.0,0.0,265,54,Wednesday,6,0,1,1,1,1.0,1,5,196,196.0,196
18624475,46,2,987300,540207.5,93115,0.0,0.0,0.0,0.0,0.0,443,79,Wednesday,25,0,0,1,0,0.0,0,4,542,542.0,542
18625711,75,5,987300,361772.8,4996,0.0,0.0,0.0,0.0,0.0,474,91,Thursday,329,0,1,1,1,1.0,1,0,663,663.0,663
18629399,53,4,987300,278579.0,1249,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,286,46,Thursday,289,2,0,1,0,0.0,0,0,767,767.0,767
18630557,61,4,987300,249430.75,62,0.6894329896907216,0.6185567010309279,0.0,0.0,0.0,1552,76,Thursday,1939,4,0,1,1,1.0,1,0,508,508.0,508
18635869,61,4,987300,271165.75,1966,0.43679775280898875,0.43679775280898875,0.0,0.0,0.0,712,71,Thursday,14706,4,7,5,7,4.0,1,5,302,230.2,85
18641874,23,3,987300,379869.6666666667,13300,0.6305108467459762,0.0,0.6305108467459762,0.0,0.0,1429,85,Thursday,1397,2,0,1,0,0.0,0,1,311,311.0,311
18644581,39,5,987300,212615.6,898,0.7227979274611399,0.7227979274611399,0.0,0.0,0.0,1158,59,Thursday,5727,5,4,2,10,6.5,3,0,1051,815.0,579
18649117,57,5,987300,214552.8,4168,0.18983050847457628,0.18983050847457628,0.0,0.0,0.0,295,45,Friday,122,2,0,1,2,2.0,2,0,804,804.0,804
18659676,39,4,987300,343005.0,45,0.5473289597000938,0.5473289597000938,0.0,0.0,0.0,1067,88,Friday,24,2,1,1,2,2.0,2,2,1135,1135.0,1135
1866874,31,5,987300,199786.0,182,0.0,0.0,0.0,0.0,0.0,197,36,Tuesday,6,0,0,1,0,0.0,0,0,304,304.0,304
18671190,50,3,987300,359574.3333333333,24034,0.8785714285714286,0.5678571428571428,0.0,0.3107142857142857,0.0,1960,49,Saturday,1564,5,0,1,0,0.0,0,9,382,382.0,382
18678202,68,5,987300,370933.8,581,0.0,0.0,0.0,0.0,0.0,570,105,Saturday,6196,0,2,1,2,2.0,2,0,1057,1057.0,1057
18683769,51,5,1016740,406089.8,2266,0.0,0.0,0.0,0.0,0.0,500,83,Sunday,1,0,0,1,1,1.0,1,0,675,675.0,675
18687260,30,2,987300,494343.5,1387,0.0,0.0,0.0,0.0,0.0,413,71,Sunday,26743,0,2,1,3,3.0,3,2,167,167.0,167
18689181,75,3,987300,617061.0,93115,0.0,0.0,0.0,0.0,0.0,1206,232,Sunday,1446,0,0,1,0,0.0,0,2,1505,1505.0,1505
18694944,54,5,987300,225361.2,635,0.24492099322799096,0.0,0.0,0.24492099322799096,0.0,886,120,Monday,197,4,0,1,0,0.0,0,0,458,458.0,458
18696630,59,3,987300,350436.3333333333,6460,0.39149888143176736,0.39149888143176736,0.0,0.0,0.0,447,55,Monday,42,1,0,1,1,1.0,1,3,477,477.0,477
18707755,36,4,987300,248503.5,597,0.0,0.0,0.0,0.0,0.0,1302,212,Monday,416,0,0,2,1,0.5,0,0,841,697.0,553
18731189,72,4,987300,439642.0,225,0.31512605042016806,0.06302521008403361,0.0,0.0,0.0,476,68,Wednesday,1731,6,0,1,3,3.0,3,0,327,327.0,327
1874298,99,3,987300,340815.0,1276,0.0,0.0,0.0,0.0,0.0,75,16,Wednesday,786,0,25,7,26,11.428571428571429,2,8,812,420.42857142857144,103
18752747,55,3,987300,333266.6666666667,2964,0.7603500504880512,0.6570178391114103,0.0,0.0,0.10333221137664086,2971,147,Wednesday,17,5,0,1,0,0.0,0,2,177,177.0,177
18758747,36,4,987300,250868.25,6,0.8799407114624506,0.8799407114624506,0.0,0.0,0.0,2024,45,Thursday,61,1,0,3,1,0.3333333333333333,0,3,625,544.0,422
18763710,78,4,987300,377196.25,1298,0.7705192629815746,0.7370184254606366,0.0,0.0,0.0,1194,50,Thursday,498,4,1,2,0,0.0,0,0,838,498.0,158
18771309,56,3,987300,332744.3333333333,3813,0.655693950177936,0.20195729537366547,0.0,0.0,0.0,1124,80,Thursday,6,4,1,1,1,1.0,1,0,212,212.0,212
18777854,75,2,987300,504861.0,22422,0.012688342585249802,0.0,0.0,0.0,0.0,1261,241,Friday,215,2,1,4,1,0.75,0,1,2650,1093.75,309
18781474,43,3,987300,378060.0,18411,0.14207650273224043,0.0,0.0,0.14207650273224043,0.0,183,37,Friday,7,2,-4,1,1,1.0,1,12,794,794.0,794
18788022,65,1,987300,987300.0,987300,0.6827757125154895,0.6827757125154895,0.0,0.0,0.0,807,47,Friday,14,2,0,3,2,1.0,0,3,2297,1346.6666666666667,464
18788135,40,3,987300,356056.0,2610,0.7964497041420119,0.4952662721893491,0.0,0.30118343195266273,0.0,1690,64,Friday,651,7,0,0,-,-,-,6,-,-,-
18789608,57,2,987300,498973.5,10647,0.9681274900398407,0.0,0.0,0.0,0.0,3263,22,Friday,1117,1,0,0,-,-,-,2,-,-,-
18792612,40,1,987300,987300.0,987300,0.0,0.0,0.0,0.0,0.0,322,48,Friday,146,0,0,1,0,0.0,0,0,315,315.0,315
18794005,52,4,987300,265071.0,3774,0.39841033283656235,0.39841033283656235,0.0,0.0,0.0,2013,238,Friday,1004,4,0,0,-,-,-,2,-,-,-
18805178,38,3,987300,334678.3333333333,253,0.0,0.0,0.0,0.0,0.0,309,64,Saturday,38,0,2,3,4,1.3333333333333333,0,6,723,447.6666666666667,209
18818185,35,4,987300,253348.25,521,0.0,0.0,0.0,0.0,0.0,569,105,Sunday,38,0,3,1,4,4.0,4,0,2006,2006.0,2006
18832947,50,2,987300,879034.0,770768,0.0,0.0,0.0,0.0,0.0,339,65,Monday,3,0,0,1,1,1.0,1,1,245,245.0,245
18864921,42,5,987300,211094.0,1484,0.0,0.0,0.0,0.0,0.0,893,159,Wednesday,134,0,2,1,1,1.0,1,1,1425,1425.0,1425
18870812,48,2,987300,502996.0,18692,0.5250696378830083,0.5250696378830083,0.0,0.0,0.0,718,62,Wednesday,119,2,3,1,1,1.0,1,6,710,710.0,710
18872456,48,5,987300,358155.0,1811,0.0,0.0,0.0,0.0,0.0,519,105,Wednesday,561,0,1,1,0,0.0,0,7,647,647.0,647
18880011,44,3,987300,588755.3333333334,8198,0.5644891122278057,0.5644891122278057,0.0,0.0,0.0,597,52,Wednesday,23,3,1,1,0,0.0,0,0,77,77.0,77
18880632,40,3,987300,329718.6666666667,639,0.0,0.0,0.0,0.0,0.0,110,20,Wednesday,5,0,0,3,3,1.3333333333333333,0,1,261,178.0,131
18881722,30,1,987300,987300.0,987300,0.0,0.0,0.0,0.0,0.0,1096,195,Wednesday,77,0,0,0,-,-,-,3,-,-,-
18883903,85,5,987300,275069.6,378,0.06092916984006093,0.06092916984006093,0.0,0.0,0.0,1313,229,Wednesday,86,2,0,1,0,0.0,0,1,239,239.0,239
18898161,35,5,987300,210268.4,887,0.0,0.0,0.0,0.0,0.0,710,137,Thursday,1,0,0,1,2,2.0,2,2,275,275.0,275
18902934,51,3,987300,363274.3333333333,9408,0.0,0.0,0.0,0.0,0.0,433,80,Thursday,2322,0,2,5,5,1.8,0,3,1191,634.6,252
18922857,63,2,987300,574643.5,161987,0.7280550774526678,0.7280550774526678,0.0,0.0,0.0,1162,70,Friday,1,1,-3,1,2,2.0,2,6,174,174.0,174
18938489,39,5,1016740,405342.4,14,0.78,0.78,0.0,0.0,0.0,1750,70,Saturday,60,1,-1,1,4,4.0,4,3,127,127.0,127
18939256,24,2,987300,505820.0,24340,0.6530849825378346,0.6530849825378346,0.0,0.0,0.0,859,53,Sunday,353,2,2,1,1,1.0,1,1,428,428.0,428
18939395,32,5,987300,213355.6,5914,0.71494708994709,0.71494708994709,0.0,0.0,0.0,1512,87,Sunday,21,1,1,1,2,2.0,2,0,477,477.0,477
18946681,92,3,987300,348715.3333333333,1297,0.7874396135265701,0.7874396135265701,0.0,0.0,0.0,828,34,Sunday,15,2,-1,1,0,0.0,0,10,4806,4806.0,4806
18956209,57,3,987300,360358.3333333333,4010,0.39215686274509803,0.39215686274509803,0.0,0.0,0.0,1632,191,Monday,2645,4,0,2,1,0.5,0,4,940,533.5,127
18970576,22,4,987300,291435.75,231,0.8735737106344135,0.7759014148790506,0.0,0.0,0.0,2191,54,Monday,18,3,0,1,1,1.0,1,0,280,280.0,280
18973173,77,2,987300,493739.0,178,0.36331569664902996,0.36331569664902996,0.0,0.0,0.0,1701,195,Tuesday,6,2,1,1,0,0.0,0,0,454,454.0,454
18974880,35,4,987300,264117.5,5281,0.8246031746031746,0.8246031746031746,0.0,0.0,0.0,1260,43,Tuesday,32,1,1,1,3,3.0,3,0,70,70.0,70
18975105,31,2,987300,493827.0,354,0.2972195589645254,0.2972195589645254,0.0,0.0,0.0,1043,131,Tuesday,25,2,1,2,1,0.5,0,0,189,132.0,75
18997197,57,1,987300,987300.0,987300,0.47736220472440943,0.4675196850393701,0.0,0.0,0.0,1016,97,Wednesday,48,9,2,2,10,8.0,6,4,2191,1283.0,375
19006937,49,3,987300,360272.3333333333,402,0.0,0.0,0.0,0.0,0.0,822,152,Wednesday,248,0,0,1,0,0.0,0,7,198,198.0,198
19010908,65,4,987300,256747.25,1429,0.10936329588014981,0.10936329588014981,0.0,0.0,0.0,1335,223,Wednesday,262,2,0,2,1,0.5,0,4,1459,1078.5,698
19011620,22,4,987300,282522.5,26705,0.4017991004497751,0.4017991004497751,0.0,0.0,0.0,2001,210,Wednesday,1,4,0,0,-,-,-,7,-,-,-
19017910,21,5,987300,209896.6,563,0.6047058823529412,0.6047058823529412,0.0,0.0,0.0,425,34,Thursday,56,1,0,1,1,1.0,1,6,2709,2709.0,2709
19017995,50,5,987300,228687.4,9193,0.8458507462686568,0.24,0.0,0.6058507462686568,0.0,8375,238,Thursday,6334,5,2,1,1,1.0,1,13,528,528.0,528
19023264,39,1,987300,987300.0,987300,0.0,0.0,0.0,0.0,0.0,382,72,Thursday,186,0,-3,8,2,0.5,-1,7,693,290.25,35
19031171,26,2,987300,533067.5,78835,0.6306740027510316,0.6306740027510316,0.0,0.0,0.0,1454,85,Thursday,1756,1,0,2,4,3.0,2,0,555,434.0,313
19034480,42,4,987300,465711.0,11661,0.7823908375089478,0.16750178954903364,0.0,0.6148890479599141,0.0,1397,62,Thursday,6196,6,2,1,0,0.0,0,2,294,294.0,294
19038195,64,1,987300,987300.0,987300,0.40854700854700854,0.40854700854700854,0.0,0.0,0.0,585,61,Thursday,2564,1,0,2,3,2.0,1,1,281,252.5,224
19042075,79,4,987300,283712.25,388,0.8177269478198713,0.6476054324517513,0.0,0.1701215153681201,0.0,1399,51,Friday,1,5,0,1,0,0.0,0,0,135,135.0,135
19046175,31,3,987300,595572.6666666666,28650,0.6974921630094044,0.6974921630094044,0.0,0.0,0.0,638,44,Friday,270,2,2,6,2,1.1666666666666667,1,2,936,369.8333333333333,50
19057978,29,4,987300,472156.75,2090,0.8154311649016641,0.8154311649016641,0.0,0.0,0.0,1322,49,Friday,49,2,-2,1,0,0.0,0,2,243,243.0,243
19083503,67,3,987300,403840.3333333333,89765,0.16735537190082644,0.09504132231404959,0.0,0.0,0.0,484,74,Sunday,88,4,0,2,3,1.5,0,0,367,279.5,192
19087561,98,1,987300,987300.0,987300,0.6852970795568983,0.6852970795568983,0.0,0.0,0.0,1986,114,Monday,48,5,1,1,4,4.0,4,6,249,249.0,249
19092243,76,3,987300,587410.3333333334,4163,0.9076385421867199,0.9076385421867199,0.0,0.0,0.0,2003,34,Monday,1091,4,0,1,0,0.0,0,1,74,74.0,74
19095000,36,4,987300,254061.5,2373,0.6067796610169491,0.6067796610169491,0.0,0.0,0.0,1180,85,Monday,8726,1,1,1,2,2.0,2,3,964,964.0,964
19095571,42,5,987300,211586.4,608,0.9272785011114639,0.9272785011114639,0.0,0.0,0.0,3149,44,Monday,27,1,0,1,2,2.0,2,3,1104,1104.0,1104
19103325,40,5,987300,209522.2,9479,0.9751235304140399,0.8515363207815073,0.0,0.0,0.12358720963253252,17607,77,Monday,1682,6,0,1,3,3.0,3,3,111,111.0,111
19107975,58,3,987300,383308.6666666667,639,0.5363257751041185,0.5363257751041185,0.0,0.0,0.0,2161,182,Tuesday,8,4,0,1,0,0.0,0,1,1546,1546.0,1546
19127381,56,4,987300,257249.5,922,0.3313953488372093,0.3313953488372093,0.0,0.0,0.0,516,71,Tuesday,359,2,2,2,4,3.0,2,0,810,670.0,530
19133545,104,4,987300,252221.75,1392,0.677734375,0.677734375,0.0,0.0,0.0,1536,95,Wednesday,179,2,-3,3,0,0.0,0,4,270,236.66666666666666,214
19148453,23,4,987300,257263.75,5179,0.23962264150943396,0.23962264150943396,0.0,0.0,0.0,1590,229,Wednesday,214,6,2,7,4,1.1428571428571428,0,4,2404,1331.5714285714287,265
19149973,50,4,987300,277095.25,11572,0.610648918469218,0.610648918469218,0.0,0.0,0.0,1202,98,Thursday,16,1,0,0,-,-,-,8,-,-,-
19151325,62,3,987300,334983.3333333333,514,0.0,0.0,0.0,0.0,0.0,245,40,Thursday,58,0,0,1,0,0.0,0,1,190,190.0,190
19154152,69,4,987300,279647.25,21872,0.5207547169811321,0.5207547169811321,0.0,0.0,0.0,265,22,Thursday,No owner,2,3,1,0,0.0,0,0,624,624.0,624
19161439,39,3,987300,342623.3333333333,6700,0.3782991202346041,0.3782991202346041,0.0,0.0,0.0,682,73,Thursday,1478,1,2,1,7,7.0,7,2,634,634.0,634
19162407,49,3,987300,338017.6666666667,2245,0.919006919006919,0.919006919006919,0.0,0.0,0.0,2457,44,Thursday,24,1,0,1,0,0.0,0,0,602,602.0,602
19180108,63,5,987300,412740.6,8545,0.8887619358524443,0.8755406839141435,0.0,0.0,0.0,12253,261,Friday,3873,7,12,2,1,0.0,-1,12,514,399.5,285
1918468,56,4,987300,441617.0,3246,0.7330316742081447,0.35407239819004527,0.0,0.0,0.0,884,42,Wednesday,1153,4,9,6,27,8.5,0,1,757,379.0,85
19188299,46,4,987300,259755.5,3724,0.0,0.0,0.0,0.0,0.0,535,102,Friday,10036,0,0,1,1,1.0,1,1,1581,1581.0,1581
19200011,64,5,987300,275337.2,608,0.6378409750435288,0.6378409750435288,0.0,0.0,0.0,3446,239,Saturday,1,4,0,1,0,0.0,0,6,533,533.0,533
19209792,58,2,987300,522424.5,57549,0.6167315175097277,0.6167315175097277,0.0,0.0,0.0,1028,74,Sunday,28,4,0,1,1,1.0,1,2,286,286.0,286
19209978,39,3,987300,363197.3333333333,24034,0.9705779334500876,0.028371278458844133,0.0,0.9422066549912435,0.0,11420,61,Sunday,98,7,0,2,0,0.0,0,3,891,669.0,447
19210068,39,3,987300,331439.6666666667,2481,0.5066666666666667,0.5066666666666667,0.0,0.0,0.0,600,52,Sunday,38,1,1,2,2,2.0,2,1,525,513.0,501
19210295,18,4,987300,254132.5,1653,0.0,0.0,0.0,0.0,0.0,849,156,Sunday,186,0,0,2,0,0.0,0,3,495,301.0,107
19211199,23,5,987300,221040.2,1074,0.0,0.0,0.0,0.0,0.0,650,121,Sunday,41,0,0,3,1,0.6666666666666666,0,0,1374,715.0,108
19211935,79,3,987300,358491.3333333333,39629,0.8568911776663505,0.8043095270361837,0.0,0.0,0.0,7379,190,Sunday,1445,19,0,1,1,1.0,1,0,423,423.0,423
19214758,35,3,987300,667324.3333333334,161987,0.25742574257425743,0.16237623762376238,0.0,0.0,0.0,505,73,Sunday,165,6,0,2,1,0.5,0,4,290,223.5,157
19215322,51,3,987300,331776.6666666667,3396,0.0,0.0,0.0,0.0,0.0,316,62,Sunday,187,0,0,1,0,0.0,0,0,594,594.0,594
19227703,25,1,987300,987300.0,987300,0.739938080495356,0.739938080495356,0.0,0.0,0.0,1615,82,Monday,16,1,3,1,2,2.0,2,8,1863,1863.0,1863
19228335,69,4,987300,291637.5,148,0.0,0.0,0.0,0.0,0.0,667,113,Monday,13,0,1,1,1,1.0,1,0,66,66.0,66
19236226,35,4,987300,271742.5,19131,0.0,0.0,0.0,0.0,0.0,726,141,Monday,127,0,1,3,2,1.3333333333333333,0,0,1875,1132.3333333333333,703
19236666,33,4,987300,280513.75,96,0.6201696512723845,0.6201696512723845,0.0,0.0,0.0,1061,68,Monday,15,2,0,1,1,1.0,1,0,652,652.0,652
19240410,38,2,987300,879034.0,770768,0.0,0.0,0.0,0.0,0.0,157,31,Tuesday,No owner,0,2,2,0,0.0,0,1,779,536.5,294
19240683,38,2,987300,879034.0,770768,0.6348387096774194,0.6348387096774194,0.0,0.0,0.0,775,52,Tuesday,11,1,0,2,0,0.0,0,2,170,156.0,142
19243063,79,3,987300,355681.0,1485,0.3161290322580645,0.0,0.0,0.3161290322580645,0.0,310,33,Tuesday,15,1,0,1,0,0.0,0,2,32,32.0,32
19243708,31,2,987300,494043.0,786,0.6764705882352942,0.6764705882352942,0.0,0.0,0.0,510,30,Tuesday,71,1,8,2,17,8.5,0,3,616,485.0,354
19251262,43,4,987300,325513.25,1992,0.8774259448416751,0.8774259448416751,0.0,0.0,0.0,1958,45,Tuesday,27,2,0,2,2,1.5,1,2,319,259.0,199
19259164,68,2,987300,501891.0,16482,0.6046783625730994,0.6046783625730994,0.0,0.0,0.0,855,71,Tuesday,139,2,1,2,2,1.5,1,1,234,219.5,205
19259277,42,5,987300,200237.4,354,0.46622264509990485,0.34538534728829684,0.0,0.0,0.0,1051,113,Tuesday,16,6,3,2,2,1.0,0,0,2641,1898.5,1156
19274805,50,2,987300,521413.0,55526,0.0,0.0,0.0,0.0,0.0,381,74,Wednesday,792,0,2,2,4,2.5,1,0,1036,748.5,461
19308868,43,1,987300,987300.0,987300,0.9466666666666667,0.15282051282051282,0.0,0.0,0.7938461538461539,18525,117,Friday,68,3,-5,2,2,1.0,0,8,332,296.5,261
19309887,36,1,987300,987300.0,987300,0.4468937875751503,0.4468937875751503,0.0,0.0,0.0,499,56,Friday,76,2,0,2,5,2.5,0,8,354,324.0,294
19312751,37,4,987300,262850.5,213,0.0,0.0,0.0,0.0,0.0,431,75,Friday,No owner,0,0,2,2,0.5,-1,0,499,482.5,466
19313392,58,3,987300,331826.6666666667,155,0.6783625730994152,0.6783625730994152,0.0,0.0,0.0,1710,95,Friday,550,6,1,1,0,0.0,0,0,331,331.0,331
19323817,73,3,987300,586165.3333333334,428,0.8820889432884537,0.8820889432884537,0.0,0.0,0.0,2451,55,Friday,175,3,-1,3,0,0.0,0,0,285,185.66666666666666,63
19331283,41,2,987300,505970.0,24640,0.9247886070315977,0.4483756119270138,0.0,0.0,0.0,4494,51,Saturday,8,4,1,1,3,3.0,3,0,284,284.0,284
19334045,49,5,987300,199902.6,467,0.6744186046511628,0.6744186046511628,0.0,0.0,0.0,1978,123,Saturday,34,2,0,3,1,0.3333333333333333,0,0,1911,927.3333333333334,355
1933732,45,2,987300,507952.5,28605,0.4294330518697226,0.0,0.0,0.4294330518697226,0.0,829,82,Saturday,2316,2,0,2,1,0.5,0,0,752,667.5,583
19341901,50,4,987300,263922.25,9125,0.6896,0.6736,0.0,0.0,0.0,625,43,Sunday,284,5,0,2,1,1.0,1,2,357,321.0,285
19350484,40,4,987300,278221.25,1235,0.6510976179355441,0.6113965436711817,0.0,0.0,0.0,2141,131,Sunday,22,10,1,2,0,-0.5,-1,2,1933,1157.5,382
19352910,27,3,987300,336309.6666666667,10719,0.3684210526315789,0.3684210526315789,0.0,0.0,0.0,703,82,Monday,83,2,1,3,2,1.3333333333333333,1,13,1060,1046.6666666666667,1036
19355073,40,3,987300,332802.6666666667,461,0.0,0.0,0.0,0.0,0.0,451,68,Monday,475,0,1,1,1,1.0,1,0,359,359.0,359
19357268,62,5,987300,216709.2,928,0.0,0.0,0.0,0.0,0.0,207,39,Monday,3,0,0,1,0,0.0,0,0,386,386.0,386
19363649,46,5,987300,249611.2,38750,0.4021164021164021,0.0,0.0,0.4021164021164021,0.0,378,41,Monday,352,1,0,2,0,0.0,0,5,105,102.5,100
19367837,40,3,987300,383150.0,163,0.9523279126754288,0.9523279126754288,0.0,0.0,0.0,4489,41,Monday,6,2,1,3,3,1.0,0,2,508,372.3333333333333,193
19377824,41,5,987300,217998.8,872,0.7193645990922845,0.7193645990922845,0.0,0.0,0.0,1322,64,Tuesday,274,2,1,2,6,3.5,1,0,389,310.0,231
19397082,45,3,987300,348387.3333333333,313,0.8507078507078507,0.8507078507078507,0.0,0.0,0.0,3885,110,Wednesday,368,2,1,1,3,3.0,3,8,219,219.0,219
19417398,76,4,987300,261427.0,769,0.9549853372434017,0.306891495601173,0.0,0.0,0.0,6820,64,Thursday,4452,6,0,0,-,-,-,2,-,-,-
19418305,85,5,987300,228349.0,11493,0.0,0.0,0.0,0.0,0.0,530,92,Thursday,391,0,1,1,0,0.0,0,0,550,550.0,550
19437026,39,5,987300,209895.2,730,0.9313246471226927,0.9313246471226927,0.0,0.0,0.0,3684,54,Thursday,39,2,0,1,2,2.0,2,2,386,386.0,386
19437948,41,3,987300,349981.3333333333,23894,0.35275689223057644,0.08270676691729323,0.0,0.0,0.2700501253132832,1596,199,Thursday,728,6,1,0,-,-,-,1,-,-,-
19438944,64,3,987300,348547.0,792,0.4888888888888889,0.4888888888888889,0.0,0.0,0.0,720,76,Thursday,332,2,0,2,1,0.5,0,2,448,271.0,94
19445797,71,5,987300,211432.8,1827,0.6391129032258065,0.478494623655914,0.16061827956989247,0.0,0.0,1488,98,Friday,50,6,0,1,0,0.0,0,2,437,437.0,437
19459510,15,4,987300,258115.0,9243,0.687524290711232,0.687524290711232,0.0,0.0,0.0,2573,161,Friday,15,2,0,4,7,2.25,-1,4,1690,973.75,103
19462548,28,2,987300,499820.5,12341,0.799832261671792,0.799832261671792,0.0,0.0,0.0,3577,132,Saturday,29,1,0,1,0,0.0,0,0,1315,1315.0,1315
19464484,44,2,987300,538532.5,89765,0.09333333333333334,0.0,0.0,0.0,0.0,600,104,Saturday,17,2,0,2,3,1.5,0,1,201,196.0,191
19465877,57,4,1016740,519022.0,34221,0.7059620596205962,0.0,0.0,0.0,0.0,2214,136,Saturday,1091,2,0,1,1,1.0,1,6,8306,8306.0,8306
19474550,52,4,987300,274956.5,4913,0.5184534270650264,0.5184534270650264,0.0,0.0,0.0,569,54,Sunday,40483,4,0,2,3,3.0,3,7,963,817.5,672
19479701,49,3,987300,365704.6666666667,20049,0.5568807339449541,0.051834862385321104,0.0,0.0,0.0,2180,190,Sunday,2320,3,0,5,2,1.4,1,12,1160,652.2,39
19486928,43,5,987300,211537.2,11641,0.14797864225781845,0.14797864225781845,0.0,0.0,0.0,1311,161,Monday,6,2,1,3,0,0.0,0,0,833,509.6666666666667,300
19494835,40,3,987300,345995.6666666667,54,0.9105865522174535,0.0,0.0,0.0,0.0,1398,24,Monday,6,1,1,2,1,0.5,0,3,138,109.0,80
19496141,52,2,987300,495998.5,4697,0.0,0.0,0.0,0.0,0.0,468,89,Monday,1,0,-1,2,0,0.0,0,0,1521,1340.0,1159
19496279,80,5,987300,205969.6,0,0.0,0.0,0.0,0.0,0.0,771,143,Monday,68,0,0,0,-,-,-,2,-,-,-
19502099,51,2,987300,494067.0,834,0.6693679092382496,0.2576985413290113,0.0,0.0,0.41166936790923825,617,42,Monday,15,4,0,1,2,2.0,2,6,466,466.0,466
19506927,45,4,987300,247952.75,462,0.5069444444444444,0.23333333333333334,0.0,0.0,0.27361111111111114,720,71,Tuesday,2790,4,4,2,7,4.5,2,0,706,608.0,510
19511339,105,3,1016740,676024.6666666666,24034,0.7312714776632302,0.0,0.0,0.0,0.0,1455,64,Tuesday,16,2,0,1,1,1.0,1,6,126,126.0,126
19529130,58,1,987300,987300.0,987300,0.9381974248927039,0.9381974248927039,0.0,0.0,0.0,4660,56,Tuesday,6,2,-1,2,1,0.5,0,4,424,279.0,134
